Number,Title,Description,Labels,Status,Repository,Assignees,CreatedAt,UpdatedAt,ClosedAt,URL,access-control,accessibility,accommodations,admin,advocacy,advocate,alerts,algorithm,analytics,articles,audio,audit,automation,behavior,cases,charts,checklist,cognitive,collaboration,communication,comparison,compliance,concerns,confirmation,consent,contrast,dashboard,data-retention,deadlines,detection,directory,documents,email,epic:accessibility,epic:file-mgmt,epic:legal-kb,epic:lineage,epic:meeting-prep,epic:mobile-advocate,epic:mobile-parent,epic:mobile-teacher,epic:notifications,epic:progress-viz,epic:security,epic:smart-prompts,escalation,exit,export,ferpa,goals,graphs,i18n,inactivity,knowledge-base,legal,letters,library,lineage,localization,logging,lre,media,meetings,messaging,mobile,nlp,notes,notifications,ocr,organization,parent,parent-input,pdf,placement,preferences,preparation,priority:critical,priority:high,priority:low,priority:medium,privacy,profile,progress,questions,readability,reminders,resources,screen-reader,security,services,settings,sharing,smart-prompts,state-regulations,students,summary,tagging,teacher,templates,text-size,text-to-speech,timeline,timelines,tracking,upload,viewer,vision,visualization,wcag
79,View Child Dashboard on Mobile,"**As a** parent **I want to** view my child's IEP dashboard on my mobile device **So that** I can quickly check progress and alerts on-the-go  ## Acceptance Criteria - [ ] Dashboard displays all children with their photos/avatars - [ ] Shows current IEP status (active, needs review, expired) - [ ] Displays active alerts/prompts count with severity indicators - [ ] Shows upcoming meetings and deadlines - [ ] Quick access to recent progress updates - [ ] Pull-to-refresh functionality - [ ] Works in portrait and landscape modes - [ ] Loads within 2 seconds on 4G connection  ## Technical Notes Related to mobile app parent dashboard implementation.  ## Story Points 5  **Estimate:** 5 story points  **Related Issues:** #54",mobile;parent;dashboard;priority:high;epic:mobile-parent,Todo,ASKIEP/iepapp,,2026-01-27T05:47:05Z,2026-01-27T05:47:05Z,,https://github.com/ASKIEP/iepapp/issues/79,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Add/Edit Child Profile on Mobile,"**As a** parent **I want to** create and update my child's profile from my phone **So that** I can manage information anytime, anywhere  ## Acceptance Criteria - [ ] Form includes all required fields (name, DOB, grade, diagnosis) - [ ] Camera integration for profile photo - [ ] Photo library access for existing images - [ ] Diagnosis selection with primary/secondary options - [ ] School and district auto-complete/search - [ ] Form validation with clear error messages - [ ] Save draft capability if interrupted - [ ] Offline mode saves to local storage, syncs when online - [ ] Confirmation dialog before saving  ## Technical Notes Implement camera and photo library integrations for React Native.  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #54",mobile;parent;priority:high;epic:mobile-parent;profile,Todo,ASKIEP/iepapp,,2026-01-27T05:55:50Z,2026-01-27T05:55:50Z,,https://github.com/ASKIEP/iepapp/issues/80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,View Child's IEP Goals on Mobile,"**As a** parent **I want to** view all my child's IEP goals on my mobile device **So that** I can stay informed about what my child is working on  ## Acceptance Criteria - [ ] List view shows all goals with category tags - [ ] Each goal displays current progress percentage - [ ] Color-coded status indicators (on track, needs attention, achieved) - [ ] Tap to expand for full goal details - [ ] Shows baseline, current level, and target - [ ] Displays measurement method and frequency - [ ] Shows recent progress notes (last 3) - [ ] Filter by category, status, or service provider - [ ] Search functionality for goals - [ ] Swipe actions for quick access (view details, add note)  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #54",mobile;parent;priority:high;epic:mobile-parent;goals,Todo,ASKIEP/iepapp,,2026-01-27T05:55:56Z,2026-01-27T05:55:56Z,,https://github.com/ASKIEP/iepapp/issues/81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Take Photos/Videos as Evidence,**As a** parent **I want to** capture photos or videos as evidence of my child's progress or concerns **So that** I can document observations immediately  ## Acceptance Criteria - [ ] In-app camera for photos and videos - [ ] Option to select from photo library - [ ] Attach to specific goal or general observation - [ ] Add caption/notes to media - [ ] Tag with date and location (optional) - [ ] Preview before uploading - [ ] Upload progress indicator - [ ] Works offline (queues for upload) - [ ] Compression to optimize storage - [ ] Privacy notice for sensitive content  ## Story Points 5  **Estimate:** 5 story points  **Related Issues:** #54,mobile;parent;epic:mobile-parent;media;priority:medium,Todo,ASKIEP/iepapp,,2026-01-27T05:56:02Z,2026-01-27T05:56:02Z,,https://github.com/ASKIEP/iepapp/issues/82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Log Progress Update (Parent),"**As a** parent **I want to** log my child's progress observations from my phone **So that** I can share what I see at home with the IEP team  ## Acceptance Criteria - [ ] Select goal from list - [ ] Enter observation notes (text area with character count) - [ ] Attach photos/videos - [ ] Select observation date (defaults to today) - [ ] Add tags (behavior, academic, social, communication) - [ ] Rate progress on simple scale (improved, same, declined) - [ ] Save as draft or publish - [ ] Notify teacher/therapist option - [ ] Works offline, syncs when online - [ ] Confirmation message after save  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #54",mobile;parent;priority:high;epic:mobile-parent;progress,Todo,ASKIEP/iepapp,,2026-01-27T05:56:08Z,2026-01-27T05:56:08Z,,https://github.com/ASKIEP/iepapp/issues/83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
84,View Progress Timeline,"**As a** parent **I want to** view a timeline of all progress updates for a goal **So that** I can see how my child has progressed over time  ## Acceptance Criteria - [ ] Chronological timeline view (newest first) - [ ] Each entry shows date, author, and summary - [ ] Tap to expand for full notes and attachments - [ ] Visual indicators for who logged (parent, teacher, therapist) - [ ] Filter by date range - [ ] Filter by author role - [ ] Scroll to load more (pagination) - [ ] Export timeline as PDF - [ ] Share timeline via email  ## Story Points 5  **Estimate:** 5 story points  **Related Issues:** #54",mobile;parent;epic:mobile-parent;timeline;priority:medium;progress,Todo,ASKIEP/iepapp,,2026-01-27T05:56:13Z,2026-01-27T05:56:13Z,,https://github.com/ASKIEP/iepapp/issues/84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,
85,Log Communication from Mobile,"**As a** parent **I want to** log communications with school staff immediately after they happen **So that** I have an accurate record while details are fresh  ## Acceptance Criteria - [ ] Quick log button on dashboard - [ ] Select contact from IEP team list - [ ] Communication type (email, phone, in-person, video) - [ ] Date/time picker (defaults to now) - [ ] Subject line (required) - [ ] Notes (rich text with formatting) - [ ] Attach related documents/photos - [ ] Tag with topics (IEP meeting, progress, behavior, services) - [ ] Mark as follow-up required - [ ] Set reminder for follow-up - [ ] Works offline - [ ] Confirmation after save  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #54",mobile;parent;priority:high;epic:mobile-parent;communication,Todo,ASKIEP/iepapp,,2026-01-27T05:56:19Z,2026-01-27T05:56:19Z,,https://github.com/ASKIEP/iepapp/issues/85,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Send Quick Email to Teacher,**As a** parent **I want to** send a quick email to my child's teacher from the app **So that** I can communicate efficiently without leaving the IEP context  ## Acceptance Criteria - [ ] Select teacher from contact list - [ ] Pre-filled templates for common requests - [ ] Subject and body fields - [ ] Attach documents from app - [ ] CC other team members option - [ ] Save as draft - [ ] Send and auto-log to communication history - [ ] Confirmation after send - [ ] View sent emails in communication log  ## Story Points 5  **Estimate:** 5 story points  **Related Issues:** #54,mobile;parent;epic:mobile-parent;email;priority:medium;communication,Todo,ASKIEP/iepapp,,2026-01-27T05:56:25Z,2026-01-27T05:56:25Z,,https://github.com/ASKIEP/iepapp/issues/86,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Receive Push Notification for Smart Prompt,**As a** parent **I want to** receive push notifications when a legal prompt is triggered **So that** I'm alerted immediately to potential IEP issues  ## Acceptance Criteria - [ ] Push notification on mobile device - [ ] Notification shows prompt title and severity - [ ] Tap to open full prompt details in app - [ ] Badge indicator on app icon - [ ] Notification settings to customize alert types - [ ] Quiet hours setting (no alerts during sleep) - [ ] Group similar notifications - [ ] Works when app is closed - [ ] Delivered within 5 minutes of trigger  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #54,mobile;parent;priority:high;epic:mobile-parent;notifications;smart-prompts,Todo,ASKIEP/iepapp,,2026-01-27T05:56:30Z,2026-01-27T05:56:30Z,,https://github.com/ASKIEP/iepapp/issues/87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,X,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
88,Review and Send Smart Prompt Email,"**As a** parent **I want to** review and send pre-drafted emails for legal prompts from my phone **So that** I can respond to IEP issues immediately  ## Acceptance Criteria - [ ] View prompt details (issue summary, context, legal basis) - [ ] Pre-filled email with child name, school, dates - [ ] Edit subject and body - [ ] Preview before sending - [ ] Select recipients (teacher, principal, case manager) - [ ] CC advocate option (toggle) - [ ] Schedule send for later - [ ] Send and log automatically - [ ] Confirmation with next steps - [ ] Set follow-up reminder (7, 14, 30 days)  ## Story Points 13  **Estimate:** 13 story points  **Related Issues:** #54",mobile;parent;epic:mobile-parent;email;smart-prompts;priority:critical,Todo,ASKIEP/iepapp,,2026-01-27T05:56:36Z,2026-01-27T05:56:36Z,,https://github.com/ASKIEP/iepapp/issues/88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
89,Access Meeting Prep Checklist on Mobile,"**As a** parent **I want to** access my IEP meeting prep checklist on my phone **So that** I can prepare while commuting or waiting  ## Acceptance Criteria - [ ] Checklist personalized to meeting type (annual, re-eval, etc.) - [ ] Check off items as completed - [ ] Progress indicator (X of Y items complete) - [ ] Tap item to see tips/guidance - [ ] Add custom checklist items - [ ] Attach documents to checklist items - [ ] Save notes per checklist item - [ ] Share checklist with advocate - [ ] Syncs across devices - [ ] Reminder notifications for incomplete items  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #54",mobile;parent;epic:mobile-parent;priority:medium;meetings;checklist,Todo,ASKIEP/iepapp,,2026-01-27T05:56:42Z,2026-01-27T05:56:42Z,,https://github.com/ASKIEP/iepapp/issues/89,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Take Notes During IEP Meeting,"**As a** parent **I want to** take notes during an IEP meeting on my phone **So that** I can document what was discussed in real-time  ## Acceptance Criteria - [ ] Quick note entry screen - [ ] Voice-to-text input option - [ ] Timestamp for each note - [ ] Tag notes by topic (goals, services, placement, etc.) - [ ] Attach photos of meeting documents - [ ] Works offline (saves locally) - [ ] Auto-save every 30 seconds - [ ] Share notes after meeting - [ ] Add to meeting record automatically - [ ] Export as PDF  ## Story Points 5  **Estimate:** 5 story points  **Related Issues:** #54",mobile;parent;epic:mobile-parent;priority:medium;notes;meetings,Todo,ASKIEP/iepapp,,2026-01-27T05:56:47Z,2026-01-27T05:56:47Z,,https://github.com/ASKIEP/iepapp/issues/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,View IEP Documents on Mobile,"**As a** parent **I want to** view my child's IEP documents on my phone **So that** I can reference them anytime without carrying paper copies  ## Acceptance Criteria - [ ] List all uploaded IEP documents - [ ] Sort by date (newest first) - [ ] Filter by type (IEP, evaluation, progress report) - [ ] In-app PDF viewer with zoom and scroll - [ ] Search within document - [ ] Highlight and annotate PDF - [ ] Download for offline access - [ ] Share via email or messaging - [ ] Pin frequently accessed documents - [ ] Delete option with confirmation  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #54",mobile;parent;priority:high;epic:mobile-parent;documents;pdf,Todo,ASKIEP/iepapp,,2026-01-27T05:56:53Z,2026-01-27T05:56:53Z,,https://github.com/ASKIEP/iepapp/issues/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Upload Documents from Mobile,**As a** parent **I want to** upload documents from my phone's camera or storage **So that** I can digitize paper IEP documents immediately  ## Acceptance Criteria - [ ] Take photo of document (multi-page support) - [ ] Select from device storage or cloud drives - [ ] Auto-crop and enhance document photos - [ ] Convert to PDF - [ ] Add document title and type - [ ] Tag with child and date - [ ] Preview before upload - [ ] Upload progress indicator - [ ] Works with poor connectivity (resume on reconnect) - [ ] Confirmation after successful upload  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #54,mobile;parent;priority:high;epic:mobile-parent;documents;upload,Todo,ASKIEP/iepapp,,2026-01-27T05:56:59Z,2026-01-27T05:56:59Z,,https://github.com/ASKIEP/iepapp/issues/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
93,Configure Mobile App Notifications,"**As a** parent **I want to** customize which notifications I receive on my mobile device **So that** I only get alerts that matter to me  ## Acceptance Criteria - [ ] Toggle notifications by type (progress, alerts, meetings, messages) - [ ] Set quiet hours (start and end time) - [ ] Choose notification sound per type - [ ] Enable/disable vibration - [ ] Set severity threshold (only high priority, or all) - [ ] Preview notification appearance - [ ] Test notification button - [ ] Sync settings across devices - [ ] Save changes confirmation  ## Story Points 5  **Estimate:** 5 story points  **Related Issues:** #54",mobile;parent;epic:mobile-parent;notifications;priority:medium;settings,Todo,ASKIEP/iepapp,,2026-01-27T05:57:05Z,2026-01-27T05:57:05Z,,https://github.com/ASKIEP/iepapp/issues/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,X,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
95,View Assigned Students (Teacher),"**As a** teacher/therapist **I want to** view all students assigned to me on my mobile device **So that** I can quickly access their IEP information  ## Acceptance Criteria - [ ] List view of all assigned students - [ ] Search by student name - [ ] Filter by grade, disability category, or service type - [ ] Each student card shows photo, name, grade, and active goals count - [ ] Tap to view full student profile - [ ] Quick access to goals and progress - [ ] Shows if parent has recent concerns/questions - [ ] Alerts for overdue progress updates - [ ] Pull-to-refresh  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #56",mobile;priority:high;students;epic:mobile-teacher;teacher,Todo,ASKIEP/iepapp,,2026-01-27T05:57:16Z,2026-01-27T05:57:16Z,,https://github.com/ASKIEP/iepapp/issues/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,
96,Log Student Progress (Teacher),"**As a** teacher/therapist **I want to** log student progress immediately after a session **So that** data is accurate and timely  ## Acceptance Criteria - [ ] Select student from my caseload - [ ] Select goal(s) addressed in session - [ ] Enter observation notes - [ ] Record quantitative data (trials, accuracy %) - [ ] Attach session photos/videos - [ ] Select session date/time (defaults to now) - [ ] Mark goal as achieved, in progress, or needs revision - [ ] Notify parent option - [ ] Save as draft or publish - [ ] Works offline - [ ] Bulk entry for multiple students (same activity)  ## Story Points 13  **Estimate:** 13 story points  **Related Issues:** #56",mobile;priority:high;epic:mobile-teacher;teacher;progress,Todo,ASKIEP/iepapp,,2026-01-27T05:57:22Z,2026-01-27T05:57:22Z,,https://github.com/ASKIEP/iepapp/issues/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,
97,View Behavior ABC Data (Teacher),"**As a** teacher **I want to** view behavior incident data for a student **So that** I can identify patterns and inform intervention strategies  ## Acceptance Criteria - [ ] Timeline of all behavior incidents - [ ] Filter by date range - [ ] Filter by behavior type - [ ] Each entry shows Antecedent, Behavior, Consequence - [ ] Visual summary (chart) of behavior frequency - [ ] Identify patterns (time of day, trigger frequency) - [ ] Export data as CSV or PDF - [ ] Share with IEP team - [ ] Add notes to existing incidents - [ ] Link to relevant goals  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #56",mobile;priority:medium;analytics;behavior;epic:mobile-teacher;teacher,Todo,ASKIEP/iepapp,,2026-01-27T05:57:27Z,2026-01-27T05:57:27Z,,https://github.com/ASKIEP/iepapp/issues/97,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
98,Quick Log Behavior Incident (Teacher),**As a** teacher **I want to** quickly log a behavior incident from my phone **So that** I can document it immediately while details are fresh  ## Acceptance Criteria - [ ] Quick access button on student profile - [ ] Select student - [ ] Record Antecedent (what happened before) - [ ] Record Behavior (what student did) - [ ] Record Consequence (what happened after) - [ ] Time and location fields - [ ] Severity level (1-5) - [ ] Duration of behavior - [ ] Intervention used - [ ] Attach photos/video if safe to do so - [ ] Notify parent option - [ ] Works offline - [ ] Save time < 2 minutes  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #56,mobile;priority:high;behavior;epic:mobile-teacher;logging;teacher,Todo,ASKIEP/iepapp,,2026-01-27T05:57:33Z,2026-01-27T05:57:33Z,,https://github.com/ASKIEP/iepapp/issues/98,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
99,Respond to Parent Messages (Teacher),**As a** teacher/therapist **I want to** read and respond to parent messages on my mobile device **So that** I can communicate promptly even when away from my desk  ## Acceptance Criteria - [ ] Notification for new parent message - [ ] Inbox view of all messages - [ ] Filter by student - [ ] Mark as read/unread - [ ] Reply with text - [ ] Attach documents or photos - [ ] Use message templates for common responses - [ ] Set flag for follow-up - [ ] Archive messages - [ ] Search message history - [ ] Auto-log to communication record  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #56,mobile;priority:high;messaging;epic:mobile-teacher;communication;teacher,Todo,ASKIEP/iepapp,,2026-01-27T05:57:38Z,2026-01-27T05:57:38Z,,https://github.com/ASKIEP/iepapp/issues/99,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
100,Share Progress Update with Parent (Teacher),"**As a** teacher/therapist **I want to** share a progress summary with a parent from my phone **So that** I can keep them informed throughout the marking period  ## Acceptance Criteria - [ ] Select student and goals to include - [ ] Auto-generate progress summary (achievements, challenges, next steps) - [ ] Edit message before sending - [ ] Attach supporting data/charts - [ ] Preview parent's view - [ ] Send via in-app message or email - [ ] Schedule send for specific date/time - [ ] Confirm parent received/viewed - [ ] Log as communication record - [ ] Request parent feedback/questions  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #56",mobile;priority:medium;epic:mobile-teacher;communication;teacher;progress,Todo,ASKIEP/iepapp,,2026-01-27T05:57:44Z,2026-01-27T05:57:44Z,,https://github.com/ASKIEP/iepapp/issues/100,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,
101,View Assigned Cases on Mobile (Advocate),"**As an** advocate **I want to** view all my assigned cases on my mobile device **So that** I can stay updated on clients while traveling  ## Acceptance Criteria - [ ] List of all assigned families/children - [ ] Filter by status (active, on hold, closed) - [ ] Search by family name or child name - [ ] Each case card shows key info (child, school, next meeting date) - [ ] Alert indicators for urgent items - [ ] Tap to view full case details - [ ] Quick access to recent communications - [ ] Shows compliance alerts - [ ] Pull-to-refresh  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #55",mobile;priority:medium;epic:mobile-advocate;advocate;cases,Todo,ASKIEP/iepapp,,2026-01-27T05:57:49Z,2026-01-27T05:57:49Z,,https://github.com/ASKIEP/iepapp/issues/101,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Review Smart Legal Prompts (Advocate),"**As an** advocate **I want to** review legal prompts for my clients on mobile **So that** I can advise parents on urgent issues immediately  ## Acceptance Criteria - [ ] Notification for new high-priority prompts - [ ] List of all active prompts per case - [ ] Filter by severity and type - [ ] View prompt details (issue, context, recommended action) - [ ] Review parent's draft email - [ ] Provide feedback/suggestions to parent - [ ] Mark prompt as reviewed - [ ] Add advocate notes (visible only to advocate) - [ ] Escalate to legal counsel option - [ ] Generate case summary for prompt  ## Story Points 13  **Estimate:** 13 story points  **Related Issues:** #55",mobile;priority:high;smart-prompts;epic:mobile-advocate;advocate,Todo,ASKIEP/iepapp,,2026-01-27T05:57:55Z,2026-01-27T05:57:55Z,,https://github.com/ASKIEP/iepapp/issues/102,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
103,Prepare for IEP Meeting (Advocate),**As an** advocate **I want to** prepare for an IEP meeting using my mobile device **So that** I can review case details before arriving  ## Acceptance Criteria - [ ] View child's full IEP - [ ] Review all goals and current progress - [ ] See parent concerns and questions - [ ] Access meeting agenda - [ ] Review previous meeting notes - [ ] Check compliance status - [ ] View historical data/trends - [ ] Add advocate talking points - [ ] Generate meeting prep document (PDF) - [ ] Share prep notes with parent - [ ] Set meeting reminders  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #55,mobile;priority:medium;preparation;epic:mobile-advocate;meetings;advocate,Todo,ASKIEP/iepapp,,2026-01-27T05:58:00Z,2026-01-27T05:58:00Z,,https://github.com/ASKIEP/iepapp/issues/103,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Access Advocacy Resources (Advocate),"**As an** advocate **I want to** access legal resources and templates on my mobile device **So that** I can reference them during parent consultations  ## Acceptance Criteria - [ ] Searchable legal resource library - [ ] Filter by topic (IDEA, FERPA, LRE, etc.) - [ ] Quick reference guides - [ ] State-specific regulations - [ ] Template letters and forms - [ ] Case law summaries - [ ] Bookmark frequently used resources - [ ] Offline access to bookmarked items - [ ] Share resources with parents - [ ] Recently viewed history  ## Story Points 8  **Estimate:** 8 story points  **Related Issues:** #55",mobile;legal;priority:medium;epic:mobile-advocate;advocate;resources,Todo,ASKIEP/iepapp,,2026-01-27T05:58:06Z,2026-01-27T05:58:06Z,,https://github.com/ASKIEP/iepapp/issues/104,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
105,Detect Limited Progress,"**As the** system **I want to** automatically detect when a child is not making meaningful progress **So that** parents are alerted to request data-driven IEP reviews  ## Acceptance Criteria - [ ] Algorithm runs weekly on all active goals - [ ] Compares current performance to baseline and target - [ ] Considers time elapsed since IEP start - [ ] Triggers alert if progress < 25% of expected after 3 months - [ ] Accounts for goal difficulty and student needs - [ ] Considers frequency of progress entries (insufficient data flag) - [ ] Generates specific context (which goals, data trends) - [ ] Creates parent email with pre-filled details - [ ] Logs trigger event in audit trail - [ ] Notifies parent within 24 hours  ## Related Requirements Smart Legal Prompt #1 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",smart-prompts;detection;epic:smart-prompts;algorithm;priority:critical,Todo,ASKIEP/iepapp,,2026-01-27T05:58:12Z,2026-01-27T05:58:12Z,,https://github.com/ASKIEP/iepapp/issues/105,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
106,Detect Vague or Non-Measurable Goals,"**As the** system **I want to** identify IEP goals that lack clear measurement criteria **So that** parents can request IDEA-compliant goal revisions  ## Acceptance Criteria - [ ] NLP analysis of goal text during IEP upload - [ ] Flag goals without quantifiable metrics (%, accuracy, frequency) - [ ] Flag goals with vague terms (""improve,"" ""increase"" without numbers) - [ ] Flag goals missing baseline data - [ ] Flag goals without clear measurement method - [ ] Trigger alert within 48 hours of IEP upload - [ ] Generate prompt with specific goals flagged - [ ] Pre-fill email requesting clarification - [ ] Provide examples of measurable alternatives - [ ] Allow parent to dismiss if reviewed with team  ## Related Requirements Smart Legal Prompt #2 from requirements.md  ## Story Points 21  **Estimate:** 21 story points",smart-prompts;nlp;detection;epic:smart-prompts;algorithm;priority:critical,Todo,ASKIEP/iepapp,,2026-01-27T05:58:18Z,2026-01-27T05:58:18Z,,https://github.com/ASKIEP/iepapp/issues/106,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
