Number,Title,Description,Labels,Status,Repository,Assignees,CreatedAt,UpdatedAt,ClosedAt,URL,access-control,accessibility,accommodations,admin,advocacy,advocate,alerts,algorithm,analytics,articles,audio,audit,automation,behavior,cases,charts,checklist,cognitive,collaboration,communication,comparison,compliance,concerns,confirmation,consent,contrast,dashboard,data-retention,deadlines,detection,directory,documents,email,epic:accessibility,epic:file-mgmt,epic:legal-kb,epic:lineage,epic:meeting-prep,epic:mobile-advocate,epic:mobile-parent,epic:mobile-teacher,epic:notifications,epic:progress-viz,epic:security,epic:smart-prompts,escalation,exit,export,ferpa,goals,graphs,i18n,inactivity,knowledge-base,legal,letters,library,lineage,localization,logging,lre,media,meetings,messaging,mobile,nlp,notes,notifications,ocr,organization,parent,parent-input,pdf,placement,preferences,preparation,priority:critical,priority:high,priority:low,priority:medium,privacy,profile,progress,questions,readability,reminders,resources,screen-reader,security,services,settings,sharing,smart-prompts,state-regulations,students,summary,tagging,teacher,templates,text-size,text-to-speech,timeline,timelines,tracking,upload,viewer,vision,visualization,wcag
107,Detect Service Reduction Risk,**As the** system **I want to** alert parents when services may be reduced without data support **So that** parents can request justification and prevent inappropriate reductions  ## Acceptance Criteria - [ ] Monitor IEP changes for service hour reductions - [ ] Compare proposed IEP to current IEP - [ ] Flag reduction > 20% in any service area - [ ] Check if progress data supports reduction - [ ] Consider regression risk factors - [ ] Trigger alert immediately upon detection - [ ] Generate email requesting data and PWN - [ ] Include ESY (extended school year) considerations - [ ] List questions for parent to ask team - [ ] Track if PWN was provided  ## Related Requirements Smart Legal Prompt #3 from requirements.md  ## Story Points 13  **Estimate:** 13 story points,smart-prompts;detection;epic:smart-prompts;services;algorithm;priority:critical,Todo,ASKIEP/iepapp,,2026-01-27T05:58:23Z,2026-01-27T05:58:23Z,,https://github.com/ASKIEP/iepapp/issues/107,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
108,Detect Missing Prior Written Notice,**As the** system **I want to** identify when a parent request was refused without PWN **So that** parents can formally request required documentation  ## Acceptance Criteria - [ ] Track parent requests logged in system - [ ] Monitor for school response within 30 days - [ ] Flag if response indicates refusal - [ ] Check if PWN document was uploaded - [ ] Trigger alert if refused without PWN - [ ] Generate email formally requesting PWN - [ ] Include PWN legal requirements (34 CFR 300.503) - [ ] Template lists required PWN elements - [ ] Escalation recommendation if no response in 14 days - [ ] Log PWN status in compliance tracking  ## Related Requirements Smart Legal Prompt #4 from requirements.md  ## Story Points 13  **Estimate:** 13 story points,smart-prompts;detection;epic:smart-prompts;algorithm;priority:critical;compliance,Todo,ASKIEP/iepapp,,2026-01-27T05:58:29Z,2026-01-27T05:58:29Z,,https://github.com/ASKIEP/iepapp/issues/108,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
109,Detect Missing or Generic Progress Reports,"**As the** system **I want to** flag when progress reports lack meaningful data **So that** parents can request detailed, objective progress information  ## Acceptance Criteria - [ ] Analyze progress report text for specificity - [ ] Flag reports with generic phrases (""making progress,"" ""doing well"") - [ ] Flag reports missing quantitative data - [ ] Check progress reporting frequency (per IEP requirement) - [ ] Trigger if report is overdue (> 2 weeks past due date) - [ ] Flag if no progress entries in 6 weeks - [ ] Generate prompt with specific concerns - [ ] Pre-fill email requesting objective data - [ ] Suggest questions to ask (baseline, current level, measurement) - [ ] Notify parent and log compliance concern  ## Related Requirements Smart Legal Prompt #5 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",smart-prompts;detection;epic:smart-prompts;algorithm;priority:critical;progress,Todo,ASKIEP/iepapp,,2026-01-27T05:58:34Z,2026-01-27T05:58:34Z,,https://github.com/ASKIEP/iepapp/issues/109,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,
110,Detect Unaddressed Parent Concerns,"**As the** system **I want to** track whether parent concerns are documented in the IEP **So that** parents can ensure their input is formally considered  ## Acceptance Criteria - [ ] Parent can flag concerns as ""needs IEP team response"" - [ ] Track concerns submitted before/during IEP meetings - [ ] Monitor IEP document for mention of concerns - [ ] Flag if meeting notes don't address logged concerns - [ ] Trigger alert after IEP meeting if concerns unaddressed - [ ] Generate email requesting documentation - [ ] Request PWN if concerns were rejected - [ ] Template includes parent participation rights (34 CFR 300.322) - [ ] Allow parent to mark concern as resolved - [ ] Compliance report includes concern tracking  ## Related Requirements Smart Legal Prompt #6 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",priority:high;smart-prompts;detection;epic:smart-prompts;algorithm;parent-input,Todo,ASKIEP/iepapp,,2026-01-27T05:58:41Z,2026-01-27T05:58:41Z,,https://github.com/ASKIEP/iepapp/issues/110,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
111,Detect Restrictive Placement Concerns,**As the** system **I want to** identify when a child's placement may violate LRE principles **So that** parents can request less restrictive options be considered  ## Acceptance Criteria - [ ] Monitor placement changes to more restrictive settings - [ ] Flag if child moved from general ed to separate classroom - [ ] Check IEP for LRE justification documentation - [ ] Verify continuum of options were considered - [ ] Trigger alert when restrictive placement proposed or implemented - [ ] Generate email requesting LRE documentation - [ ] Include questions about supports in less restrictive settings - [ ] Reference LRE requirements (34 CFR 300.114-116) - [ ] Suggest requesting placement review - [ ] Track placement decisions in compliance log  ## Related Requirements Smart Legal Prompt #7 from requirements.md  ## Story Points 13  **Estimate:** 13 story points,priority:high;smart-prompts;lre;detection;epic:smart-prompts;algorithm;placement,Todo,ASKIEP/iepapp,,2026-01-27T05:58:47Z,2026-01-27T05:58:47Z,,https://github.com/ASKIEP/iepapp/issues/111,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
112,Detect Missed or Inconsistent Services,**As the** system **I want to** identify patterns of missed IEP services **So that** parents can request compensatory services  ## Acceptance Criteria - [ ] Track service delivery logs from providers - [ ] Compare delivered services to IEP-mandated frequency - [ ] Flag if services missed > 20% in any month - [ ] Calculate total minutes owed - [ ] Pattern detection for specific days/providers - [ ] Trigger alert if threshold exceeded - [ ] Generate email requesting service logs - [ ] Include compensatory services language - [ ] Calculate make-up time owed - [ ] Escalation if pattern continues - [ ] Track compensation plan if provided  ## Related Requirements Smart Legal Prompt #8 from requirements.md  ## Story Points 21  **Estimate:** 21 story points,smart-prompts;detection;epic:smart-prompts;services;algorithm;priority:critical;compliance,Todo,ASKIEP/iepapp,,2026-01-27T05:58:52Z,2026-01-27T05:58:52Z,,https://github.com/ASKIEP/iepapp/issues/112,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
113,Detect IEP Exit Pressure,"**As the** system **I want to** identify when schools may be pushing to exit a child from IEP prematurely **So that** parents can request proper reevaluation before exit  ## Acceptance Criteria - [ ] Monitor communications for exit language (""might not need IEP anymore"") - [ ] Flag if exit suggested before required reevaluation timeline - [ ] Check if comprehensive reevaluation was conducted - [ ] Verify if regression risk was considered - [ ] Trigger alert when exit discussion detected - [ ] Generate email requesting reevaluation before exit - [ ] Include parent consent rights - [ ] Reference exit requirements (34 CFR 300.305) - [ ] Suggest questions about long-term impacts - [ ] Track exit process in compliance log  ## Related Requirements Smart Legal Prompt #9 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",priority:high;exit;smart-prompts;detection;epic:smart-prompts;algorithm;compliance,Todo,ASKIEP/iepapp,,2026-01-27T05:58:58Z,2026-01-27T05:58:58Z,,https://github.com/ASKIEP/iepapp/issues/113,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
114,Detect Pattern of Procedural Violations,"**As the** system **I want to** identify repeated procedural compliance issues **So that** parents can escalate systemic problems appropriately  ## Acceptance Criteria - [ ] Track all compliance concerns by type - [ ] Detect patterns (3+ of same issue in 12 months) - [ ] Flag timeline violations (meeting notices, evaluations) - [ ] Monitor documentation gaps (missing PWN, unsigned IEPs) - [ ] Trigger alert when pattern threshold met - [ ] Generate detailed compliance concern letter - [ ] Include history of violations - [ ] Reference procedural safeguards - [ ] Recommend escalation (complaint, mediation) - [ ] Provide links to state complaint process - [ ] Generate timeline report as evidence  ## Related Requirements Smart Legal Prompt #10 from requirements.md  ## Story Points 21  **Estimate:** 21 story points",priority:high;smart-prompts;detection;epic:smart-prompts;escalation;algorithm;compliance,Todo,ASKIEP/iepapp,,2026-01-27T05:59:05Z,2026-01-27T05:59:05Z,,https://github.com/ASKIEP/iepapp/issues/114,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
115,Auto-Fill Email Context,"**As a** parent **I want** smart prompt emails to be pre-filled with my child's information **So that** I can send professional requests without starting from scratch  ## Acceptance Criteria - [ ] Email includes child's full name - [ ] School name and address populated - [ ] District name included - [ ] Teacher/case manager name (if available) - [ ] Relevant dates (IEP date, evaluation due date, etc.) - [ ] Specific goals or services affected - [ ] Primary and secondary diagnosis - [ ] Grade level - [ ] All fields editable by parent - [ ] Preview before sending  ## Related Requirements Core Requirement #3 from requirements.md  ## Story Points 8  **Estimate:** 8 story points",email;smart-prompts;epic:smart-prompts;automation;priority:critical,Todo,ASKIEP/iepapp,,2026-01-27T05:59:10Z,2026-01-27T05:59:10Z,,https://github.com/ASKIEP/iepapp/issues/115,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
116,One-Click Send and Log,"**As a** parent **I want to** send a smart prompt email and automatically log it as evidence **So that** I have a documented record without extra steps  ## Acceptance Criteria - [ ] Single ""Send & Log"" button - [ ] Email sent via configured email service - [ ] Copy saved to parent's account - [ ] Automatically logged in communication history - [ ] Tagged with prompt type - [ ] Timestamped - [ ] Linked to relevant IEP/goal - [ ] Confirmation message shown - [ ] Option to download PDF copy - [ ] Viewable in evidence timeline - [ ] Can't be edited after sending (integrity)  ## Related Requirements Core Requirement #3 from requirements.md  ## Story Points 8  **Estimate:** 8 story points",email;smart-prompts;epic:smart-prompts;logging;priority:critical,Todo,ASKIEP/iepapp,,2026-01-27T05:59:16Z,2026-01-27T05:59:16Z,,https://github.com/ASKIEP/iepapp/issues/116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
117,Escalation Logic with Follow-up Reminders,"**As a** parent **I want** the system to remind me to follow up if school doesn't respond **So that** issues don't fall through the cracks  ## Acceptance Criteria - [ ] Parent sets expected response timeframe (7, 14, 30 days) - [ ] System tracks if school responds (parent marks as received) - [ ] If no response by deadline, send reminder notification - [ ] Reminder includes original email context - [ ] Suggests next escalation step (follow-up email, meeting request, complaint) - [ ] Pre-drafted escalation email available - [ ] Track escalation level (initial, follow-up, formal complaint) - [ ] Timeline visualization of request → response → escalation - [ ] Can snooze reminder if response in progress - [ ] Escalation recommendations based on issue severity  ## Related Requirements Core Requirement #3 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",smart-prompts;epic:smart-prompts;reminders;escalation;priority:critical,Todo,ASKIEP/iepapp,,2026-01-27T05:59:22Z,2026-01-27T05:59:22Z,,https://github.com/ASKIEP/iepapp/issues/117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,
118,Optional CC to Advocate,"**As a** parent **I want to** easily CC my advocate on smart prompt emails **So that** they're kept in the loop on advocacy efforts  ## Acceptance Criteria - [ ] Toggle switch ""CC my advocate"" - [ ] Advocate email populated from parent's advocate list - [ ] Option to add custom CC addresses - [ ] Preview shows all recipients - [ ] Advocate receives copy via email - [ ] Advocate can view email in their app dashboard - [ ] Parent can set advocate as default CC for all smart prompts - [ ] Advocate notified they were CC'd - [ ] Advocate can comment on thread (visible to parent only) - [ ] BCC option for discreet advocacy support  ## Related Requirements Core Requirement #3 from requirements.md  ## Story Points 5  **Estimate:** 5 story points",priority:high;email;smart-prompts;epic:smart-prompts;collaboration,Todo,ASKIEP/iepapp,,2026-01-27T05:59:28Z,2026-01-27T05:59:28Z,,https://github.com/ASKIEP/iepapp/issues/118,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
119,Link Goals Across IEP Years,"**As a** parent **I want to** see how similar goals have evolved across multiple IEPs **So that** I can understand my child's long-term progress in each skill area  ## Acceptance Criteria - [ ] System suggests goal matches across years (same skill domain) - [ ] Parent can manually link goals - [ ] Visual timeline shows goal progression year-over-year - [ ] Each year shows baseline → target → achieved for linked goals - [ ] Color coding for goal status per year - [ ] Tap goal to see full details for that year - [ ] Shows if goal continued, achieved, or modified - [ ] Export lineage as report - [ ] Share with IEP team  ## Related Requirements LC-01 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",analytics;goals;lineage;priority:critical;epic:lineage,Todo,ASKIEP/iepapp,,2026-01-27T05:59:34Z,2026-01-27T05:59:34Z,,https://github.com/ASKIEP/iepapp/issues/119,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Multi-Year Trend Visualization,"**As a** parent **I want to** see charts comparing my child's progress across multiple years **So that** I can identify areas of growth and areas needing more support  ## Acceptance Criteria - [ ] Line charts for key skill areas (reading, math, behavior, social) - [ ] X-axis: time (by year or semester) - [ ] Y-axis: performance level - [ ] Multiple goals on same chart (if related) - [ ] Toggle between goal categories - [ ] Shows trend lines (improving, plateauing, declining) - [ ] Annotations for major events (evaluation, service changes) - [ ] Compare to grade-level expectations (if available) - [ ] Export chart as image or PDF - [ ] Zoom and pan on chart for details  ## Related Requirements LC-02 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",analytics;lineage;charts;visualization;priority:critical;epic:lineage,Todo,ASKIEP/iepapp,,2026-01-27T05:59:39Z,2026-01-27T05:59:39Z,,https://github.com/ASKIEP/iepapp/issues/120,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
121,Service Continuity Analysis,"**As a** parent **I want to** compare services across IEP years **So that** I can see if supports have remained consistent or changed  ## Acceptance Criteria - [ ] Table view of services by year - [ ] Columns: service type, frequency, duration, provider - [ ] Highlight increases in green, decreases in red - [ ] Identify services added or removed - [ ] Calculate total service hours per year - [ ] Compare to progress in related goals - [ ] Flag large reductions (> 20%) with explanation prompt - [ ] Show if compensatory services were provided - [ ] Export comparison report - [ ] Filter by service type (speech, OT, PT, counseling)  ## Related Requirements LC-03 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",analytics;services;lineage;priority:critical;epic:lineage;comparison,Todo,ASKIEP/iepapp,,2026-01-27T05:59:44Z,2026-01-27T05:59:44Z,,https://github.com/ASKIEP/iepapp/issues/121,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
122,Accommodation Consistency Tracking,"**As a** parent **I want to** track which accommodations persisted or changed over time **So that** I can advocate for supports that have proven helpful  ## Acceptance Criteria - [ ] List of all accommodations by IEP year - [ ] Group by category (testing, classroom, behavioral) - [ ] Mark accommodations as: continued, added, removed - [ ] Link accommodations to related goals/progress - [ ] Identify accommodations consistently used (3+ years) - [ ] Flag newly removed accommodations (with justification check) - [ ] Parent can add notes on accommodation effectiveness - [ ] Correlate accommodations with goal achievement - [ ] Export accommodation history - [ ] Share with IEP team before annual review  ## Related Requirements LC-04 from requirements.md  ## Story Points 8  **Estimate:** 8 story points",priority:high;analytics;lineage;accommodations;epic:lineage;tracking,Todo,ASKIEP/iepapp,,2026-01-27T05:59:50Z,2026-01-27T05:59:50Z,,https://github.com/ASKIEP/iepapp/issues/122,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
123,Summary Analytics Dashboard,"**As a** parent **I want to** see high-level analytics on my child's IEP history **So that** I can quickly understand overall progress patterns  ## Acceptance Criteria - [ ] % of goals achieved per IEP cycle - [ ] Average progress rate across all goals - [ ] Service hours trend over time - [ ] Number of IEP meetings per year - [ ] Compliance metrics (timely evaluations, meeting notices) - [ ] Areas of strength (consistently achieved goals) - [ ] Areas needing support (repeated goals, low progress) - [ ] Total time in IEP services - [ ] Placement history timeline - [ ] Visual dashboard with charts and key metrics - [ ] Filterable by date range - [ ] Export as PDF report  ## Related Requirements LC-05 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",dashboard;priority:high;summary;analytics;lineage;epic:lineage,Todo,ASKIEP/iepapp,,2026-01-27T05:59:56Z,2026-01-27T05:59:56Z,,https://github.com/ASKIEP/iepapp/issues/123,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
124,Dynamic Meeting Prep Checklist,"**As a** parent **I want** a personalized checklist for preparing for IEP meetings **So that** I don't forget important preparation steps  ## Acceptance Criteria - [ ] Checklist adapts to meeting type (annual, triennial, amendment) - [ ] Includes standard items (review current IEP, list concerns, prepare questions) - [ ] Suggests items based on child's situation (e.g., ""review behavior data"" if behavior goals exist) - [ ] Parent can add custom checklist items - [ ] Check off completed items - [ ] Progress indicator (X of Y complete) - [ ] Reminders X days before meeting - [ ] Attach documents to checklist items - [ ] Notes field per item - [ ] Share checklist with advocate - [ ] Reusable template for future meetings - [ ] Export as PDF  ## Related Requirements MP-03 from requirements.md  ## Story Points 8  **Estimate:** 8 story points",priority:high;epic:meeting-prep;preparation;meetings;checklist,Todo,ASKIEP/iepapp,,2026-01-27T06:00:01Z,2026-01-27T06:00:01Z,,https://github.com/ASKIEP/iepapp/issues/124,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Parent Questions & Concerns Entry,"**As a** parent **I want to** document my questions and concerns before a meeting **So that** I remember to address everything during the IEP meeting  ## Acceptance Criteria - [ ] Dedicated section for parent questions - [ ] Organize by category (goals, services, placement, behavior, etc.) - [ ] Priority flag (must ask vs. nice to ask) - [ ] Add supporting evidence/documents to questions - [ ] System suggests questions based on smart prompts or data trends - [ ] Print or email questions to self before meeting - [ ] Check off questions as addressed during meeting - [ ] Add notes on team's responses - [ ] Flag questions not answered for follow-up - [ ] Save questions as template for next year - [ ] Share questions with advocate beforehand  ## Related Requirements MP-04 from requirements.md  ## Story Points 8  **Estimate:** 8 story points",priority:high;epic:meeting-prep;meetings;questions;concerns,Todo,ASKIEP/iepapp,,2026-01-27T06:00:08Z,2026-01-27T06:00:08Z,,https://github.com/ASKIEP/iepapp/issues/125,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
126,Upload Meeting Documents,"**As a** parent **I want to** upload documents to reference during a meeting **So that** all my supporting evidence is organized and accessible  ## Acceptance Criteria - [ ] Upload multiple documents at once - [ ] Document types: evaluations, medical reports, work samples, behavior logs - [ ] Attach to specific agenda items or goals - [ ] Tag documents for easy search - [ ] Preview documents in-app - [ ] Annotate/highlight key sections - [ ] Share uploaded docs with team before meeting (optional) - [ ] Quick access during meeting via mobile - [ ] Create meeting document packet (PDF) - [ ] Archive documents after meeting  ## Related Requirements MP-05 from requirements.md  ## Story Points 8  **Estimate:** 8 story points",epic:meeting-prep;priority:medium;meetings;documents;upload,Todo,ASKIEP/iepapp,,2026-01-27T06:00:13Z,2026-01-27T06:00:13Z,,https://github.com/ASKIEP/iepapp/issues/126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
127,Generate Meeting Prep Packet,**As a** parent **I want to** generate a comprehensive meeting prep packet as a PDF **So that** I have a printed reference for the IEP meeting  ## Acceptance Criteria - [ ] Include current IEP summary - [ ] Include all goals with current progress data - [ ] Include services and accommodations summary - [ ] Include parent questions and concerns - [ ] Include relevant progress charts/graphs - [ ] Include behavior data (if applicable) - [ ] Include communication log summary - [ ] Include checklist - [ ] Professional formatting (not just raw data dump) - [ ] Table of contents - [ ] Page numbers - [ ] Customizable (parent selects sections to include) - [ ] Download as PDF - [ ] Email to self or advocate - [ ] Save template for future meetings  ## Related Requirements MP-06 from requirements.md  ## Story Points 13  **Estimate:** 13 story points,priority:high;epic:meeting-prep;preparation;meetings;export;pdf,Todo,ASKIEP/iepapp,,2026-01-27T06:00:19Z,2026-01-27T06:00:19Z,,https://github.com/ASKIEP/iepapp/issues/127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Meeting Reminder Notifications,"**As a** parent **I want to** receive reminders before IEP meetings **So that** I have time to prepare adequately  ## Acceptance Criteria - [ ] Notification 30 days before annual review - [ ] Notification 14 days before meeting - [ ] Notification 3 days before meeting - [ ] Notification 1 day before meeting - [ ] Notification includes meeting type, date, time, location - [ ] Link to prep checklist - [ ] Shows prep completion status - [ ] Customizable reminder timing - [ ] Push notification + email - [ ] Snooze option - [ ] Add to device calendar option  ## Related Requirements MP-02 from requirements.md  ## Story Points 5  **Estimate:** 5 story points",epic:meeting-prep;notifications;priority:medium;meetings;reminders,Todo,ASKIEP/iepapp,,2026-01-27T06:00:25Z,2026-01-27T06:00:25Z,,https://github.com/ASKIEP/iepapp/issues/128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
129,Visual Progress Bars per Goal,"**As a** parent **I want to** see color-coded progress bars for each goal **So that** I can quickly assess how my child is doing  ## Acceptance Criteria - [ ] Progress bar shows % toward target - [ ] Color-coded: green (on track), yellow (needs attention), red (not progressing) - [ ] Displays baseline, current level, and target - [ ] Hover/tap for detailed numbers - [ ] Shows time remaining in IEP cycle - [ ] Projected completion indicator (will achieve, might achieve, unlikely) - [ ] Historical comparison (vs. previous marking periods) - [ ] Works on mobile and desktop - [ ] Accessible (screen reader friendly) - [ ] Printable view  ## Related Requirements PT-04 from requirements.md  ## Story Points 8  **Estimate:** 8 story points",priority:high;epic:progress-viz;charts;visualization;progress,Todo,ASKIEP/iepapp,,2026-01-27T06:00:31Z,2026-01-27T06:00:31Z,,https://github.com/ASKIEP/iepapp/issues/129,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,
130,Progress Charts with Baseline and Target,"**As a** parent **I want to** see line charts showing my child's progress toward each goal **So that** I can visualize growth over time  ## Acceptance Criteria - [ ] Line chart per goal - [ ] X-axis: time (weeks or months) - [ ] Y-axis: performance level - [ ] Baseline marked clearly (starting point) - [ ] Target marked clearly (goal) - [ ] Current progress line - [ ] Trend line (projected progress) - [ ] Data points clickable for details - [ ] Annotations for key events (breaks, service changes) - [ ] Multiple goals on one chart (if related) - [ ] Zoom and pan controls - [ ] Export chart as image - [ ] Responsive design (mobile and desktop)  ## Related Requirements PT-04 from requirements.md  ## Story Points 13  **Estimate:** 13 story points",priority:high;graphs;epic:progress-viz;charts;visualization;progress,Todo,ASKIEP/iepapp,,2026-01-27T06:00:37Z,2026-01-27T06:00:37Z,,https://github.com/ASKIEP/iepapp/issues/130,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,
131,Dashboard Analytics Summary,"**As a** parent **I want to** see a dashboard with key progress metrics **So that** I get a quick overview of my child's IEP status  ## Acceptance Criteria - [ ] Total goals count - [ ] Goals achieved count and % - [ ] Goals on track count and % - [ ] Goals needing attention count and % - [ ] Average progress rate across all goals - [ ] Service hours completed vs. planned (current month) - [ ] Upcoming milestones or reviews - [ ] Recent communications count - [ ] Active smart prompts count - [ ] Visual charts and graphs - [ ] Filterable by date range - [ ] Drill down into details per metric - [ ] Export dashboard as PDF - [ ] Share dashboard with advocate  ## Related Requirements PT-04, Dashboard from requirements.md  ## Story Points 13  **Estimate:** 13 story points",dashboard;priority:medium;summary;analytics;epic:progress-viz;progress,Todo,ASKIEP/iepapp,,2026-01-27T06:00:43Z,2026-01-27T06:00:43Z,,https://github.com/ASKIEP/iepapp/issues/131,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,
